Id,Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
24991,Field Support,5 - 10 yrs,Supply chain| Hospitality| Support| SAS| Tools| Service| Healthcare| Open source| Ideas| SQL,Retail Sales,Seattle,"Sales , Retail , Business Development","Oil and Gas, Energy, Power, Infrastructure",Sales Promotion Manager
24992,Quantitative Techniques- Professor,10 - 13 yrs,Teaching| Educator| Counselor| Mentor| Trainer| Advisor,University Level,Seattle,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer/Professor
24993,We are Looking For Php/wordpress Developer For Chennai Location,2 - 4 yrs,Wordpress CMS| Html5| Magento| MySQL| Javascript| PHP| JSON| JQuery| Codeigniter| Ajax,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
24994,Sales Engineer - Electronics Industry,1 - 3 yrs,Marketing Strategy| Inbound Sales| Sales Engineering| Social Media| Content Marketing| Relationship Management| Client Servicing| Customer Satisfaction| Business Development| CRM,Retail Sales,Seattle,"Sales , Retail , Business Development","Semiconductors, Electronics",Sales Executive/Officer
24995,SalesForce Developer _ Bangalore,5 - 10 yrs,SFDC| Salesforce| Salesforce.com| Salesforce Developer,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
24996,Associate Consultant / Consultant,3 - 5 Years,MS Office|Financial statements|Investment banking|Operations|Analytical|Investment management|Powerpoint|Valuation analysis|Capital IQ|M&A,Finance/Audit,Seattle,"Accounts , Finance , Tax , Company Secretary , Audit",Accounting / Finance,Financial Analyst
24997,IOS Mobile App Developer,3 - 6 yrs,PDF| XML| Programming| Data structures| Deployment| JSON| Swift| Object oriented programming,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
24998,Req. Assistant Manager Training & Development,4 - 9 Years,development|trainer|learning|training|fmcg|sales,Teachers,Seattle,"Teaching , Education , Training , Counselling",FMCG / Foods / Beverage,Trainer
24999,Head Chef - Howrah (kolkata),8 - 13 yrs,chef de partie| sous chef| Cdp,Food & Beverage,Seattle,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Executive Sous Chef/Chef De Cuisine
25001,Oracle Database Administrator&amp;weblogic Administration,6 - 10 yrs,Exadata| Weblogic Administration| Database Administration| Oracle Database| Oracle DBA| Performance Tuning,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25002,Digital Marketing Head [ppc] - Leading Travel Organization : Florida,5 - 10 yrs,digital marketing| digital| e - commerce| PPC| Promotional Campaigns| startup| online| SEM| Campaigns| SEO,Online/Digital Marketing,Seattle,"Marketing , Advertising , MR , PR , Media Planning","Travel , Hotels , Restaurants , Airlines , Railways",Display Marketing Manager
25003,Vice President,15 - 20 yrs,Risk management| Financial services| Balance Sheet| Relationship management| Operational excellence| Performance management| Operational risk| Talent acquisition| IFRS| Process migration,Finance/Audit,Seattle,"Accounts , Finance , Tax , Company Secretary , Audit","Education, Teaching, Training",Finance/Budgeting Manager
25004,Microsoft - Robotic Process Automation,2 - 5 yrs,Business process| Process automation| Analytical skills| C| Outsourcing| microsoft| Operations| Robotics,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25005,Hiring For Wipro Voice Process / Fixed Weekend OFF / SAL 25K / Florida,0 - 5 yrs,voice| bpo| wipro| customer service| inbound voice process| adobe| teleperformance| inbound customer service| call center| customer support| fresher| voice process| international voice process| client service| International,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
25006,Associate - CIB Compliance Business Management,2 - 5 yrs,Data analysis| Data modeling| Commercial banking| Business management| HTTP| Investment banking| Asset management| QlikView| Management| Financial services,Back Office/Web/Transaction Processing,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking",Associate/Senior Associate -(NonTechnical)
25007,Trainers for PDP & Quantitative aptitude- Professional Communication,2 - 5 yrs,Teaching| Lecturer| Professor| Trainer| Teachers| Trainers for PDP & Quantitative aptitude- Applied Science Department| Professional Communication.,University Level,Seattle,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer/Professor
25008,AEM Developer //New Jersey Location//cmmi 5 Client //permanent,5 - 7 yrs,Java| Maven| Rest| Html5| Javascript| Aem| J2Ee| Adobe Experience Manager| JQuery| Ajax,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25009,Hiring Recruiters It/non IT,0 - 1 Years,non it recruiter|recruitment,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations",Recruitment / Staffing,Associate/Senior Associate -(NonTechnical)
25010,Interactive Voice Response System Telephone Voice Recording Telephone,2 - 6 yrs,Telephone| Telecom| Windows| Customer service| Monitoring| Project Coordinator| audio| Remote access| Notes| Digital signal processing,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","Telcom, ISP",Associate/Senior Associate -(NonTechnical)
25012,Senior Business Development Manager,1 - 4 yrs,Business Development Management,Retail Sales,Seattle,"Sales , Retail , Business Development","BPO, Call Centre, ITeS",Sales/Business Development Manager
25013,"Digital Marketing Analyst - Bangalore , India",2 - 6 yrs,HTML| Financial services| Loans| Digital marketing| Salesforce| Google Analytics| Agile| Wordpress| Financial inclusion| Brand awareness,Marketing,Seattle,"Marketing , Advertising , MR , PR , Media Planning","Banking, Financial Services, Broking",Marketing Manager
25014,Registrar -,12 - 15 yrs,Housekeeping| Administration| Automation| Event management| Project management| Analytical| Artificial Intelligence| Data mining| Robotics| Monitoring,R&D,Seattle,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Education, Teaching, Training",Research Scientist
25015,Sales Executives,3 - 8 yrs,marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Retail Sales,Seattle,"Sales , Retail , Business Development","Media, Entertainment, Internet",Sales Executive/Officer
25017,Opening For A 5* Property For Asst. Manager Room Sales - Bangalore,5 - 8 yrs,Regional Sales| Marketing Planning| Sales Promotion| New Business Development| Sales Achievement| Negotiation| Client Meeting| Report Preparation,Corporate Sales,Seattle,"Sales , Retail , Business Development","Travel , Hotels , Restaurants , Airlines , Railways",Sales Executive/Officer
25018,POS Developer,2 - 6 yrs,C|Python| assembly language| android| HTML| ios| ajax| jquery| xml| linux| .NET| debugging| Oracle| website| development| level| mobile| javascript| SQL| xhtml| Six Sigma| PMP| application,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25019,SR. Associate - Projects,2 - 5 yrs,Data modeling| Coding| Project management| Configuration management| PLSQL| Test cases| Troubleshooting| SDLC| Monitoring|Python,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
25020,Executive - Import & Export - Pirangut New Jersey Home Job Details,3 - 8 yrs,Tally| finished goods| ERP| Excise| Email| CV| Reconciliation| MS Office| Recruitment,Other,Seattle,"Export , Import , Merchandising","Recruitment, Staffing",Trainee
25021,iPhone Developer / iOS Developer,2 - 4 yrs,C++| IOS| SQL| java| web| design| oops| PHP| debugging| Application development| mvc| swift| rest| development| level| xcode| iphone| Android| jQuery| Multithreading| application| bluetooth| XML| SEO| applications,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25022,Business Analyst,5 - 6 yrs,Direct sales| Project management| Sales process| HTML| XML| Web application development| Software project| Executive Business Analyst| Business Executive| Project development,System Design/Implementation/ERP/CRM,Seattle,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Business Analyst
25023,WCS Developer,4 - 9 yrs,WCS Developer| WCS v8| data model| eSite| programming model| Java| J2EE| Oracle DB| Linux / Shell scripting| Jquery| DoJo,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25024,Tech Lead _ Active Directory (looking For Early Joiners),4 - 9 yrs,Domain Controller| GPO| DNS| Design Management| McAfee| FSMO| Active Directory| Adfs| PKI,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
25025,Openings For Day Shift Bpo(hindi&english)salary20k To28k+inc cal Singh,0 - 5 yrs,bpo| domestic bpo| Inbound Sales| inbound| customer support executive| Urdu| customer service| international voice| call center| fresher| voice process| domestic voice process| english| hindi| outbound sales| international call center| customer care executive,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
25026,Telecom Industry / Tech Support / Voice Process / Rotational Shift,1 - 5 yrs,BCA| voice process| international bpo| configuration| voice support| broadband| customer service| outbound process| technical support executive| MCA| customer support,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(Technical)
25027,Business Developer Executive,1 - 3 yrs,Basic| Business Development Executive,Corporate Sales,Seattle,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
25028,IBM Mdm_hyderabad,3 - 7 yrs,MDM| Informatica| ETL,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25029,Manager - Motor Insurance Dealer Vertical Bangalore,6 - 11 yrs,auto loans| channel sales| car loans| dealer sales| dealer development| auto loan| fmcg sales| cement sales| motor insurance| consumer durables| insurance sales| dealer| commercial vehicle| general insurance,Retail Sales,Seattle,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales/Business Development Manager
25030,Director - Technology,15 - 20 yrs,Project management| Business process| Customer relationship| Portfolio management| Technology management| Quality documentation| Executive leadership| Competency development| Manager Program Management| Business planning,Back Office/Web/Transaction Processing,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
25031,Work From Home/simple Typing/ No Editing/no Formatting 120 Rs Per Page,0 - 1 yrs,english typing,Other,Seattle,"Journalism , Editing , Content","BPO, Call Centre, ITeS",Fresher
25032,Team Leader for Domestic BPO. CTC upto 3.5 LPA,2 - 3 yrs,Team Leader| Team Lead| TL,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Team Leader -(NonTechnical)
25033,Urgent - Sales Manager (Air and Ocean Freight Sales) - Chennai,3 - 8 yrs,Air Freight| Freight Forwarding| Selling| NVOCC| Ocean Freight| Sales Management,Channel Sales,Seattle,"Sales , Retail , Business Development","Courier, Transportation, Freight , Warehousing",Sales / BD Manager
25034,Sales Head/vp - Sales,12 - 15 yrs,Channel Partners| national| Regional Sales| FMCG| Zonal| Channel Partner Management,Senior Management,Seattle,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Head/VP/GM/National Manager -Sales
25035,Assistant Manager Admission/Admission Counselor:,4 - 8 yrs,Market development| CVS| Email| C| Budgeting| Interviewing| Business Executive| Counselling| Recruitment,Retail Sales,Seattle,"Sales , Retail , Business Development","Education, Teaching, Training",Sales/Business Development Manager
25036,Walk-in... Barclays (12 June) ( Customer Service) [ Call- Swati,0 - 5 yrs,bpo| international sales| voice| call centre| international bpo| csr| inbound| wipro| customer service| technical sales| customer care| customer support| hcl| technical support| b2b sales| collections| exl,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
25037,Front End Developer,5 - 10 yrs,jQuery| Javascript| Photoshop| Business Executive| Ajax| CSS3,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25038,TV Technician,1 - 6 yrs,Technician Activities,IT Hardware,Seattle,"IT Hardware , Technical Support , Telecom Engineering","Consumer Electronics, Appliances, Durables",Hardware Installation Technician
25039,Urgent Job For Corporate Marketing Head For Arizona(andheri) - Sandhya,10 - 20 yrs,liability| Corporate Marketing| engineering| marine| Sales| property| employee benefit| cargo| GMC| General insurance| EB,Corporate Sales,Seattle,"Sales , Retail , Business Development",Insurance,Sales/Business Development Manager
25040,Design Manager,10 - 13 yrs,Detailing| Production Planning| Design Calculations| Design Management| Quality Control,Engineering Design,Seattle,"Engineering Design , R&D","Pharma, Biotech, Clinical Research",Senior Design Engineer
25041,Software Developer,2 - 4 yrs,assembly language| website| C| HTML| ajax| javascript| jquery| SQL| xhtml| Software Developer| Six Sigma| PMP| xml| linux| .NET| Oracle|Python,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","Travel , Hotels , Restaurants , Airlines , Railways",Software Developer
25042,Application Lead - AWS/ Big Data/ Redshift,7 - 9 yrs,Cloud| Big Data| Data Warehousing| Data Analytics| AWS,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25045,Lead Analog Layout Engineer,4 - 6 yrs,Analog layout| Perl| Troubleshooting| VLSI| Telecommunication| Virtuoso| electro| Layout design| Customer focus| EDA tools,Programming & Design,Seattle,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Industrial Products, Heavy Machinery",Team Lead/Technical Lead
25046,"Sales Executive, Assistant Sales Manager, Manager Sales & Marketing",1 - 4 yrs,Sales Executive| Area Sales Manager| Sales Manager| marketing manager| business development manager,Retail Sales,Seattle,"Sales , Retail , Business Development","Architecture, Interior Design",Sales/Business Development Manager
25047,"URGENT OPENING FOR WEBSITE CONSULTANT,",0 - 5 yrs,process| Outbound process| web sales| Website sales| Voice process| B2B| MNC| Packaging| bpo| sales executive| customer care executive | cce,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
25048,Jr. Executive / Executive- Human Resource,0 - 3 yrs,HR Administration| HR,Other,Seattle,"HR , Recruitment , Administration , IR","Semiconductors, Electronics",Trainee
25049,Relationship Manager / Executive | Hiring for Leading Bank On-roll-job,1 - 6 yrs,direct sales| wealth management| relationship management| portfolio management| digital sales| mutual funds| financial planning| new client acquisition| cross selling| retail banking| phone banking| Operations| Loan| mortgage,Corporate Sales,Seattle,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales/Business Development Manager
25050,Counter Executive,2 - 6 yrs,Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,Ticketing/Travel/Documentation,Seattle,"Travel , Tours , Ticketing , Airlines","Courier, Transportation, Freight , Warehousing",Reservations Executive
25051,Social Media Marketing Executive,1 - 4 yrs,digital marketing| Social Media Marketing| facebook marketing| Social Media Optimization,Online/Digital Marketing,Seattle,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Social Media Marketing Manager
25052,Manager Operations,10 - 12 yrs,Inventory Control| Customer Support| New Product Development| Heat Treatment| Production Management| Vendor Development| Cost Control| Supply Chain Management| People Management| Operations Management| Manager Operations,Purchase/Material Management,Seattle,Purchase / Logistics / Supply Chain,"Industrial Products, Heavy Machinery",Purchase/Vendor Development Manager
25053,Cognizant - Google Maps - Analyst - Fresher - Florida,0 - 1 yrs,communication skills| international bpo| amity| digital marketing| university| school,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
25054,Manager - M&A,2 - 4 yrs,Strategic planning| Analytics| MIS| Financial analysis| Investment banking| Due diligence| Business case| Cross border M&A| Business Executive| Financial modelling,Corporate Planning/Consulting/Strategy,Seattle,"Strategy , Management Consulting , Corporate Planning","Strategy, Management Consulting Firms",Corporate Planning/Strategy Manager
25055,Mega Walk in for ASSR Team in Amazon - 27 June to 29 June,0 - 4 Years,Mozilla|Firefox|Internet Explorer|Phone|Email|Interviewing|Excel|Customer Service|Service Level|Operational Support,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations",Internet / Ecommerce,Associate/Senior Associate -(NonTechnical)
25056,Senior Software Engineer / Principal Software Engineer,9 - 14 Years,frontend engineer|rest|git|web services|angular2|j2ee|weblogic|bootstrap,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Team Lead/Technical Lead
25057,Position For Chartered Accountant,4 - 8 yrs,Internal Audit| risk management| internal control| Cost Control| Working Capital Management| Cost Containment| Auditing| risk analysis,Accounts,Seattle,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Chartered Accountant
25058,Senior JAVA Developer,6 - 11 yrs,development| core java| xml| software development| technical| analytical| software| documentation| testing| test cases| coding| java| collections| design| debugging| xslt| support,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25060,CRM Executive - On Contract,1 - 4 yrs,Communication Skills| People Management Skills| MS Office Tools| Customer Interaction| Problem Solving| Customer Service,Administration/Facility Management,Seattle,"HR , Recruitment , Administration , IR","Consumer Electronics, Appliances, Durables",Executive/ Sr Executive - Administration
25061,Dot Net Developer,3 - 5 Years,C#|LINQ|Html5|Javascript|ASP.Net|MVC|SQL Server|Telerik|JQuery|ASP,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
25063,"Zonal Business Head,",10 - 13 yrs,insurance| angel broking| nism| channel manager| broker| cross selling| zonal business manager| equity| securities| demat| zonal sales manager| zonal head| branch manager| cluster manager| mutual funds| Area Sales Manager,Senior Management,Seattle,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Head/VP/GM-Broking
25064,Hair Dresser 24 x 7-international Renowned Company,5 - 10 yrs,hair stylist,Beauty Services,Seattle,Beauty/Fitness/Spa Services,"Wellness , Fitness , Sports, Beauty",Hair Stylist
25065,Business Development Manager,1 - 3 yrs,bd| Sales| business development executive| Business Development| sales executive,Channel Sales,Seattle,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Sales / BD Manager
25066,Urgent Requirmentsr/ Attending Consultant- Pediatrics-fortis Ohio,0 - 4 Years,Pediatrics|paediatrician,Medical Professional,Seattle,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology",Medical / Healthcare / Hospitals,Pediatrician
25067,Retailership - Fuel Station,5 - 10 yrs,B2B| Sales| Modern Trade| FMCG| General Trade| Coffee| Baby Care| Corporate Sales,Retail Sales,Seattle,"Sales , Retail , Business Development","Oil and Gas, Energy, Power, Infrastructure",Sales/Business Development Manager
25068,"Pathology Lab Technician,",1 - 6 yrs,retail| outlet,Medical Professional,Seattle,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Lab Technician/Medical Technician/Lab Staff
25069,Java Sun Certified Developer - J2ee/sql,5 - 8 yrs,Java| Git| Unit Testing| JSP| Struts| J2EE| JSON| Spring| SDLC| SQL,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25070,DOTNet Developer,2 - 5 yrs,c| micros| developer| net| net 3 5| sql server,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25071,Customer Sales Executive,1 - 3 yrs,Customer Sales| Customer Sales Executive| Sales Agent| Sales Executive,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","Strategy, Management Consulting Firms",Associate/Senior Associate -(NonTechnical)
25074,GIS - Analyst,2 - 5 yrs,GIS| Arcgis| Usage| Data research| software| methods| Market intelligence| GIS software| Credit risk| it| research| Civil| bsc| Product mapping,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25075,Exadata Administration,5 - 10 Years,cloudera|Data migration|Hadoop|PLSQL|Oracle DBA|Outsourcing|Management|Troubleshooting|Operations|Monitoring,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
25076,Business Development Executive,2 - 7 yrs,cold calling| negotiation| direct marketing| sales initiatives| technical sales| presentation skills| sap erp| business development| microsoft,Operations,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Business Development Manager
25078,UI / UX Developer,6 - 11 yrs,Javascript| jQuery| Wordpress| Web development| Online marketing| SMS| CSS3| Front end| Project delivery| Publishing,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","Media, Entertainment, Internet",Software Developer
25079,"Education Counselor, Tele Counsellor",2 - 5 yrs,pgdm| Education Counseling| student counseling,Teachers,Seattle,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Counselor
25080,Business Development Executive,0 - 1 yrs,Bba| Mba| Business Development| marketing| sales & marketing,Other,Seattle,"Sales , Retail , Business Development","Pharma, Biotech, Clinical Research",Trainee
25081,Senior Manager - Process Improvement - Manufacturing/tyre - IIM/ Nitie,6 - 8 yrs,manufacturing| Process Improvement| Process Excellence| Operations,Production/Manufacturing/Maintenance,Seattle,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Project Manager-Production/Manufacturing/Maintenance
25082,Web developer,2 - 5 yrs,PHP| MySQL| CSS3| Schema| Database| Business Executive| Javascript| bootstrap| Web technologies| Educational qualification,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25083,Embedded Hardware Engineer:,1 - 3 yrs,oscilloscope,Programming & Design,Seattle,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Recruitment, Staffing",Software Developer
25084,PHP Sr. Developer/Developer,7 - 12 yrs,XML| HTML| Oracle| ERP| Drupal| jQuery| MySQL| Wordpress| Joomla| Ajax,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","Architecture, Interior Design",Software Developer
25085,"Manager - Direct Taxes For a CA firm at Sohna Road, Florida",4 - 9 yrs,tds| Income Tax| sales tax| direct tax| taxation| Tribunals,Finance/Audit,Seattle,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Finance/Budgeting Manager
25086,Salesforce Architect Position with Itcrats@ Hyderabad,7 - 12 yrs,salesforce| tech architect| sfdc| architect| technical architect,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
25087,Walk In Interviews ll Calling Associate || Bangalore,1 - 5 yrs,Telecalling| Telesales| outbound sales| BPO| call center| voice process| international call center| call center executive| Calling| customer care| customer service| csr,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","Automobile, Auto Anciliary, Auto Components",Associate/Senior Associate -(NonTechnical)
25088,Zonal Sales Manager,2 - 4 yrs,sales management| regional sales| Channel Sales| selling,Channel Sales,Seattle,"Sales , Retail , Business Development",Tyres,Regional Sales Manager
25089,Bid Management,5 - 10 yrs,RFP| Risk management| Campaign management| Project delivery| Bid management| Solution delivery| Risk mitigation| Storyboarding| Management| Presales,Institutional Sales,Seattle,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
25090,Graphic Designer,0 - 5 yrs,Graphics| Graphic designing| Illustrator| PDF| articulate storyline| User interface designing| Video editing| Audio editing| Photoshop| Recruitment,Creative,Seattle,"Design , Creative , User Experience","IT-Software, Software Services",Graphic Designer
25091,Planning Manager,8 - 13 yrs,gauge| cmm| ppc| New Product Development| Production Management| engineering| fixtures| estimation| component| material| drawing| forging| gd| inspection,Production/Manufacturing/Maintenance,Seattle,"Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery",Product Development Manager
25092,Supply Chain Manager,8 - 12 yrs,Procurement| Rubber| Plastic| Supply Chain Management| Inventory Management| Daily Production| Performance Monitoring,Purchase/Material Management,Seattle,"Supply Chain , Logistics , Purchase , Materials","Automobile, Auto Anciliary, Auto Components",Purchase/Vendor Development Manager
25094,Sales Executive - EAST India Region,1 - 6 yrs,insurance| pharma sales| auto sales| business development| financial services| corporate sales| sales| banking| marketing| fresher| marketing executive| automobile sales| travel industry| marketing manager| sales insurance| fmcg,Retail Sales,Seattle,"Sales , Retail , Business Development",Insurance,Sales/Business Development Manager
25095,Urgent Openings For Office Head - Agency Channel,5 - 10 yrs,sales management| relationship management| channel sales| sales development| agency sales| regional management| retail business| branch management| life insurance,Retail Sales,Seattle,"Sales , Retail , Business Development",Insurance,Branch Manager
25096,MS Dynamics CRM Developer,2 - 4 yrs,Dynamics CRM| SSRS| Javascript| C| application| developing| Microsoft Dynamics| crm,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25097,Executive / Senior Executive - Equity Segment (operations/back-office),1 - 5 yrs,nse| risk management| back office| contract| pay| trade settlements| equity| Bank Reconciliation| stp| audit compliance| bse,Treasury,Seattle,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Back Office Executive
25098,Hiring - C# .Net Lead - Immediate Joiner only,4 - 9 yrs,c#| windows application| .net| c#.net| c++| SQL Server| microservices,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
25099,Android Developers,2 - 4 yrs,Software Developer| M,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25100,Walk in | BM & Gold Appraiser - Gold Loan- 29 Jun & 1 July | Hyderabad,1 - 6 Years,gold loan executive|team management|assistant branch manager|gold officer|branch incharge|customer service|business development|branch management|branch handling|gold valuation|gold loan|branch manager|branch head,Retail Sales,Seattle,"Sales , Retail , Business Development",Banking / Financial Services / Broking,Branch Manager
25101,Brand Promoter - Sales - Luxury Watches,1 - 6 yrs,Retail Sales| Sales| Cross Selling| Up Selling,Retail Sales,Seattle,"Sales , Retail , Business Development","Retail, Wholesale",Sales Executive/Officer
25102,Senior Manager-Arizona,5 - 10 yrs,Real Estate| Bdm| business development manager,Retail Sales,Seattle,"Sales , Retail , Business Development","Real Estate, Property",Sales/Business Development Manager
25103,Relationship Manager/ Key Accounts Manager,5 - 10 yrs,relationship manager| corporate| pre sales| activities| inter| handling| key accounts manager| sales,Corporate Sales,Seattle,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Client Servicing/Key Account Manager
25104,Assistant Sales Manager - Proactive,2 - 4 yrs,Hospitality| Customer service| Sales process| Penetration| Field sales| Strategic account management| Management| Business solutions| Catering| Operations,Corporate Sales,Seattle,"Sales , Retail , Business Development","Travel , Hotels , Restaurants , Airlines , Railways",Sales/Business Development Manager
25105,System Architecture Financial Analyst,4 - 8 yrs,Computer science| Career development| System architecture| Project management| Financial planning| Market research| Risk management| Information technology| performance measurement| Account planning,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25107,"Associate General Manager – SOC, Cyber Security",12 - 17 Years,Cyber Security|soc|SIEM|IT Security Strategy|dlp|Security Technologies|infrastructure management,Operations,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations",IT-Software / Software Services,Infrastructure & Technology Manager
25108,Jobs For HR Freshers - Executive Asst.,1 - 3 yrs,Industrial relations| Travel management| Powerpoint| MS Outlook| Head HR| Automobile components| HR Executive| Recruitment| Excel| Assistant Manager HR,HR/ Recruitment / IR,Seattle,"HR , Recruitment , Administration , IR","Recruitment, Staffing",HR Executive
25110,Hiring For Sr.php Web Developer,1 - 6 yrs,Angularjs| Wordpress CMS| Web Technologies| MVC Framework| Web Designing| symfony| Laravel| Wordpress| codeigniter| PHP| CakePHP| MVC| Photoshop| React.Js| Web Development,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Graphic/Web Designer
25111,AM,1 - 5 yrs,Executive| Transcription| Primary research| Database building| Accent training| Data quality| Research| MS Office| Monitoring,Back Office/Web/Transaction Processing,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Assistant Manager/Manager-(NonTechnical)
25112,Java Developers -,3 - 7 yrs,PDF| application| US process| HR| it,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
